日期,收盘,开盘,高,低,交易量,涨跌幅
2021年2月15日,"12,632.05","12,592.00","12,648.70","12,576.70",2.19B,0.99%
2021年2月12日,"12,508.55","12,531.35","12,571.00","12,443.05",2.43B,-0.04%
2021年2月11日,"12,514.10","12,433.50","12,522.45","12,426.15",2.38B,0.50%
2021年2月10日,"12,452.45","12,452.95","12,490.45","12,347.10",2.38B,0.15%
2021年2月9日,"12,434.20","12,487.60","12,545.45","12,396.20",2.93B,-0.06%
2021年2月8日,"12,441.30","12,389.50","12,469.30","12,376.65",2.55B,1.31%
2021年2月5日,"12,279.85","12,345.25","12,386.25","12,247.45",3.53B,-0.05%
2021年2月4日,"12,285.85","12,184.65","12,297.55","12,140.85",3.40B,0.92%
2021年2月3日,"12,174.05","12,139.70","12,234.70","12,005.40",3.08B,1.00%
2021年2月2日,"12,053.25","11,921.70","12,102.60","11,916.65",3.12B,2.41%
2021年2月1日,"11,770.15","11,396.90","11,806.45","11,304.00",3.21B,4.14%
2021年1月29日,"11,302.40","11,549.85","11,568.90","11,273.55",2.76B,-1.22%
2021年1月28日,"11,442.55","11,419.30","11,503.20","11,365.85",2.95B,-0.90%
2021年1月27日,"11,546.35","11,744.30","11,744.30","11,511.55",2.60B,-1.68%
2021年1月25日,"11,743.70","11,951.10","11,968.40","11,719.55",2.69B,-0.93%
2021年1月22日,"11,854.50","12,020.30","12,053.10","11,842.40",3.04B,-1.34%
2021年1月21日,"12,015.95","12,154.70","12,167.95","11,959.60",2.73B,-0.52%
2021年1月20日,"12,078.35","12,002.10","12,092.05","11,987.60",2.41B,0.81%
2021年1月19日,"11,981.85","11,851.15","11,993.30","11,849.15",2.21B,1.75%
2021年1月18日,"11,776.20","11,943.65","11,948.20","11,733.35",2.84B,-1.30%
2021年1月15日,"11,931.20","12,078.60","12,100.85","11,864.05",3.92B,-1.15%
2021年1月14日,"12,069.50","12,043.40","12,081.55","11,976.15",2.48B,0.24%
2021年1月13日,"12,041.10","12,123.00","12,133.40","11,925.00",3.84B,-0.14%
2021年1月12日,"12,058.35","12,000.80","12,083.70","11,969.75",3.50B,0.43%
2021年1月11日,"12,006.50","12,024.65","12,024.65","11,921.75",2.41B,0.68%
2021年1月8日,"11,925.60","11,865.50","11,940.45","11,841.85",2.87B,1.36%
2021年1月7日,"11,766.10","11,833.60","11,834.40","11,753.80",2.92B,0.24%
2021年1月6日,"11,737.90","11,806.75","11,817.10","11,640.15",3.21B,-0.25%
2021年1月5日,"11,767.00","11,647.60","11,780.80","11,613.50",2.86B,0.64%
2021年1月4日,"11,691.80","11,651.50","11,703.25","11,542.15",3.24B,1.01%
2021年1月1日,"11,574.85","11,535.85","11,594.85","11,532.60",2.20B,0.49%
2020年12月31日,"11,518.30","11,508.55","11,548.35","11,483.55",2.70B,0.08%
2020年12月30日,"11,509.65","11,507.05","11,521.20","11,414.10",1.87B,0.37%
2020年12月29日,"11,467.00","11,475.25","11,506.20","11,405.80",2.02B,0.28%
2020年12月28日,"11,434.70","11,387.45","11,443.45","11,386.10",1.95B,0.97%
2020年12月24日,"11,325.25","11,292.05","11,342.45","11,245.75",2.17B,0.89%
2020年12月23日,"11,225.55","11,092.40","11,239.60","11,062.20",2.58B,1.35%
2020年12月22日,"11,075.75","10,979.85","11,097.30","10,791.85",2.98B,1.02%
2020年12月21日,"10,964.25","11,338.40","11,365.55","10,787.50",2.78B,-3.44%
2020年12月18日,"11,355.00","11,368.70","11,376.70","11,263.15",2.28B,0.08%
2020年12月17日,"11,346.35","11,347.10","11,385.60","11,322.75",2.01B,0.23%
2020年12月16日,"11,320.10","11,299.20","11,328.40","11,265.80",2.51B,0.86%
2020年12月15日,"11,223.90","11,212.35","11,234.45","11,128.40",2.33B,0.08%
2020年12月14日,"11,215.25","11,223.30","11,240.40","11,157.65",2.15B,0.39%
2020年12月11日,"11,171.40","11,172.65","11,221.95","11,082.00",3.06B,0.27%
2020年12月10日,"11,141.35","11,156.90","11,156.90","11,060.20",2.67B,-0.36%
2020年12月9日,"11,181.20","11,147.55","11,201.75","11,143.45",3.17B,0.83%
2020年12月8日,"11,088.65","11,112.60","11,136.80","11,008.40",3.18B,0.17%
2020年12月7日,"11,070.25","10,994.15","11,078.35","10,982.75",2.44B,0.83%
2020年12月4日,"10,978.85","10,934.65","10,990.20","10,888.95",2.68B,0.78%
2020年12月3日,"10,893.60","10,936.75","10,936.75","10,871.80",2.73B,0.33%
2020年12月2日,"10,858.15","10,856.25","10,866.15","10,755.90",2.78B,0.21%
2020年12月1日,"10,835.15","10,803.25","10,850.15","10,734.30",2.71B,1.08%
2020年11月27日,"10,719.05","10,703.25","10,751.00","10,670.20",4.52B,0.42%
2020年11月26日,"10,674.05","10,611.05","10,694.75","10,531.90",2.08B,0.94%
2020年11月25日,"10,574.95","10,794.40","10,804.10","10,556.20",2.73B,-1.48%
2020年11月24日,"10,733.60","10,698.30","10,749.35","10,686.50",2.42B,0.92%
2020年11月23日,"10,635.95","10,642.85","10,661.25","10,567.45",2.66B,0.71%
2020年11月20日,"10,560.55","10,514.85","10,583.75","10,456.95",2.58B,0.79%
2020年11月19日,"10,477.50","10,522.90","10,633.15","10,453.60",2.69B,-1.05%
2020年11月18日,"10,588.35","10,516.75","10,594.95","10,491.50",2.50B,0.61%
2020年11月17日,"10,524.00","10,543.25","10,543.85","10,459.60",2.51B,1.32%
2020年11月13日,"10,387.20","10,324.10","10,394.15","10,293.25",1.79B,0.43%
2020年11月12日,"10,342.70","10,334.75","10,367.85","10,294.55",2.20B,-0.13%
2020年11月11日,"10,356.50","10,308.50","10,378.05","10,233.35",2.19B,0.85%
2020年11月10日,"10,269.00","10,252.80","10,277.00","10,181.65",2.33B,0.91%
2020年11月9日,"10,176.35","10,137.30","10,183.50","10,100.45",1.68B,1.42%
2020年11月6日,"10,033.50","9,965.05","10,044.90","9,951.20",1.79B,0.99%
2020年11月5日,"9,935.35","9,874.35","9,941.50","9,857.25",1.73B,1.75%
2020年11月4日,"9,764.60","9,684.10","9,778.10","9,654.60",1.51B,0.70%
2020年11月3日,"9,696.30","9,648.65","9,715.45","9,643.00",1.67B,1.05%
2020年11月2日,"9,595.95","9,622.70","9,634.15","9,524.20",1.68B,0.15%
2020年10月30日,"9,581.65","9,605.10","9,665.00","9,500.70",1.89B,-0.12%
2020年10月29日,"9,593.40","9,557.15","9,637.85","9,530.25",1.57B,-0.40%
2020年10月28日,"9,632.35","9,773.85","9,782.95","9,602.75",1.69B,-1.19%
2020年10月27日,"9,748.30","9,674.15","9,756.05","9,607.60",1.60B,1.04%
2020年10月26日,"9,647.65","9,794.95","9,797.70","9,609.20",1.62B,-1.36%
2020年10月23日,"9,780.35","9,794.40","9,807.15","9,764.55",1.87B,0.36%
2020年10月22日,"9,745.05","9,726.45","9,763.80","9,683.80",1.63B,-0.12%
2020年10月21日,"9,756.60","9,780.50","9,821.95","9,635.30",1.72B,0.24%
2020年10月20日,"9,733.00","9,699.30","9,760.35","9,682.30",1.57B,0.24%
2020年10月19日,"9,709.30","9,710.95","9,717.60","9,664.45",1.62B,0.86%
2020年10月16日,"9,626.25","9,588.80","9,635.00","9,536.45",1.47B,0.80%
2020年10月15日,"9,550.05","9,801.55","9,802.90","9,535.70",1.64B,-2.19%
2020年10月14日,"9,763.40","9,726.45","9,781.25","9,657.50",1.60B,0.28%
2020年10月13日,"9,736.45","9,745.90","9,784.80","9,715.95",1.32B,-0.09%
2020年10月12日,"9,745.35","9,793.35","9,822.95","9,698.90",1.46B,-0.05%
2020年10月9日,"9,750.15","9,728.75","9,774.75","9,691.20",1.62B,0.39%
2020年10月8日,"9,711.80","9,724.55","9,759.30","9,674.95",1.76B,0.59%
2020年10月7日,"9,654.50","9,637.15","9,673.30","9,593.70",1.53B,0.33%
2020年10月6日,"9,622.35","9,592.65","9,633.35","9,564.05",1.56B,1.11%
2020年10月5日,"9,516.30","9,518.20","9,567.55","9,476.80",1.77B,0.58%
2020年10月1日,"9,461.70","9,433.70","9,472.40","9,423.80",1.65B,1.28%
2020年9月30日,"9,341.75","9,344.30","9,375.85","9,292.35",1.69B,0.24%
2020年9月29日,"9,319.70","9,385.75","9,401.80","9,286.05",1.98B,-0.11%
2020年9月28日,"9,330.25","9,237.75","9,338.70","9,212.75",1.92B,1.90%
2020年9月25日,"9,156.10","9,032.70","9,171.15","8,985.75",2.34B,2.36%
2020年9月24日,"8,944.75","9,094.10","9,097.40","8,933.95",2.12B,-2.71%
2020年9月23日,"9,194.35","9,296.45","9,309.05","9,106.00",2.22B,-0.21%
2020年9月22日,"9,213.90","9,339.80","9,340.25","9,117.95",2.19B,-1.06%
2020年9月21日,"9,313.00","9,565.95","9,582.35","9,284.75",1.87B,-2.58%
2020年9月18日,"9,559.50","9,622.15","9,626.55","9,517.80",2.20B,-0.08%
2020年9月17日,"9,566.75","9,584.55","9,624.65","9,553.85",1.46B,-0.68%
2020年9月16日,"9,632.50","9,595.75","9,640.95","9,575.00",1.55B,0.62%
2020年9月15日,"9,573.35","9,538.15","9,583.20","9,515.35",2.19B,0.84%
2020年9月14日,"9,493.30","9,520.00","9,577.85","9,446.85",2.13B,0.50%
2020年9月11日,"9,446.40","9,424.45","9,460.65","9,405.15",1.50B,0.28%
2020年9月10日,"9,420.25","9,359.55","9,429.90","9,345.60",1.87B,1.40%
2020年9月9日,"9,290.20","9,250.10","9,306.30","9,203.50",2.04B,-0.42%
2020年9月8日,"9,329.85","9,400.60","9,436.70","9,306.25",1.93B,-0.53%
2020年9月7日,"9,379.10","9,403.45","9,420.70","9,307.55",2.72B,0.01%
2020年9月4日,"9,377.95","9,388.35","9,476.60","9,355.05",3.34B,-1.64%
2020年9月3日,"9,534.65","9,550.35","9,567.75","9,520.10",2.95B,0.17%
2020年9月2日,"9,518.40","9,457.65","9,534.50","9,429.70",2.01B,0.81%
2020年9月1日,"9,442.25","9,422.45","9,479.10","9,353.20",3.78B,0.75%
2020年8月31日,"9,372.05","9,735.70","9,747.05","9,324.65",3.86B,-2.79%
2020年8月28日,"9,641.05","9,623.00","9,675.90","9,614.75",4.07B,0.63%
2020年8月27日,"9,580.70","9,619.60","9,625.65","9,568.80",2.35B,0.14%
2020年8月26日,"9,567.15","9,547.05","9,575.20","9,508.00",2.11B,0.61%
2020年8月25日,"9,509.25","9,545.60","9,556.50","9,469.20",2.12B,0.11%
2020年8月24日,"9,498.35","9,466.80","9,523.40","9,465.70",2.31B,0.79%
2020年8月21日,"9,423.55","9,451.20","9,465.05","9,415.65",2.43B,0.58%
2020年8月20日,"9,368.75","9,347.90","9,398.60","9,325.05",2.51B,-0.47%
2020年8月19日,"9,412.55","9,436.95","9,449.15","9,402.25",2.29B,0.33%
2020年8月18日,"9,382.05","9,286.10","9,392.75","9,282.10",1.90B,1.23%
2020年8月17日,"9,267.90","9,278.85","9,281.95","9,184.25",1.75B,0.58%
2020年8月14日,"9,214.40","9,350.65","9,365.85","9,157.65",2.47B,-1.00%
2020年8月13日,"9,307.85","9,314.95","9,339.20","9,280.30",2.34B,0.25%
2020年8月12日,"9,284.80","9,269.15","9,294.90","9,229.20",2.14B,-0.07%
2020年8月11日,"9,291.00","9,315.15","9,346.90","9,283.00",2.02B,0.24%
2020年8月10日,"9,268.55","9,257.20","9,308.75","9,241.50",2.08B,0.76%
2020年8月7日,"9,198.65","9,170.05","9,211.75","9,142.30",2.33B,0.32%
2020年8月6日,"9,169.10","9,150.15","9,205.10","9,115.75",1.91B,0.88%
2020年8月5日,"9,088.75","9,126.65","9,175.45","9,060.80",2.03B,0.15%
2020年8月4日,"9,074.95","8,980.55","9,085.75","8,951.00",1.88B,1.60%
2020年8月3日,"8,932.05","9,029.60","9,029.80","8,925.05",2.14B,-1.15%
2020年7月31日,"9,035.75","9,061.50","9,076.95","8,997.70",1.98B,0.04%
2020年7月30日,"9,031.70","9,136.20","9,163.95","9,013.90",2.00B,-0.71%
2020年7月29日,"9,096.10","9,135.50","9,180.70","9,057.90",2.11B,-0.50%
2020年7月28日,"9,141.75","9,045.45","9,153.00","9,043.90",1.80B,1.29%
2020年7月27日,"9,024.90","9,112.45","9,112.45","8,995.10",1.66B,-0.67%
2020年7月24日,"9,085.95","9,066.65","9,108.20","9,011.50",2.02B,-0.31%
2020年7月23日,"9,114.05","9,054.85","9,129.30","9,034.60",1.73B,0.75%
2020年7月22日,"9,046.60","9,119.15","9,123.05","8,988.55",2.48B,-0.26%
2020年7月21日,"9,070.60","9,066.15","9,089.20","9,049.45",2.51B,0.95%
2020年7月20日,"8,985.10","8,965.25","8,994.95","8,938.10",2.67B,1.01%
2020年7月17日,"8,895.30","8,783.05","8,915.25","8,781.45",2.62B,1.47%
2020年7月16日,"8,766.60","8,750.60","8,776.05","8,650.60",2.66B,0.88%
2020年7月15日,"8,689.85","8,764.05","8,846.90","8,661.45",2.33B,-0.04%
2020年7月14日,"8,693.35","8,799.55","8,802.70","8,655.40",1.95B,-1.59%
2020年7月13日,"8,834.20","8,879.55","8,901.30","8,796.55",2.07B,0.23%
2020年7月10日,"8,813.95","8,818.70","8,865.35","8,772.45",2.82B,-0.42%
2020年7月9日,"8,851.50","8,823.75","8,867.30","8,808.00",2.30B,0.76%
2020年7月8日,"8,785.00","8,872.05","8,894.05","8,763.55",3.10B,-0.74%
2020年7月7日,"8,850.30","8,847.25","8,861.45","8,762.20",2.51B,0.39%
2020年7月6日,"8,815.70","8,782.00","8,843.10","8,761.95",2.35B,1.37%
2020年7月3日,"8,696.25","8,700.85","8,712.90","8,660.65",2.11B,0.56%
2020年7月2日,"8,647.85","8,602.45","8,677.95","8,598.80",2.24B,1.09%
2020年7月1日,"8,554.75","8,493.75","8,567.35","8,466.70",2.17B,0.94%
2020年6月30日,"8,474.80","8,544.70","8,560.30","8,448.55",2.66B,-0.16%
2020年6月29日,"8,488.05","8,514.60","8,521.40","8,426.95",2.84B,-0.83%
2020年6月26日,"8,559.00","8,572.45","8,595.45","8,515.65",3.18B,0.70%
2020年6月25日,"8,499.90","8,440.75","8,543.55","8,410.15",3.29B,0.04%
2020年6月24日,"8,496.25","8,678.70","8,699.55","8,476.85",3.73B,-1.45%
2020年6月23日,"8,621.10","8,527.50","8,629.90","8,488.35",2.83B,1.59%
2020年6月22日,"8,486.45","8,471.90","8,538.75","8,447.95",3.84B,0.99%
2020年6月19日,"8,403.40","8,314.95","8,420.85","8,282.50",3.21B,1.45%
2020年6月18日,"8,283.65","8,130.90","8,297.00","8,117.95",3.03B,1.76%
2020年6月17日,"8,140.45","8,126.30","8,223.95","8,098.00",2.29B,-0.15%
2020年6月16日,"8,152.30","8,239.40","8,260.20","8,015.15",3.10B,0.81%
2020年6月15日,"8,086.45","8,171.75","8,196.40","8,030.40",2.91B,-1.34%
2020年6月12日,"8,196.40","7,839.80","8,212.80","7,839.15",3.76B,0.73%
2020年6月11日,"8,137.00","8,284.10","8,306.45","8,125.00",4.59B,-1.89%
2020年6月10日,"8,293.35","8,260.15","8,314.60","8,224.70",3.27B,0.67%
2020年6月9日,"8,238.10","8,350.30","8,422.15","8,213.60",4.06B,-1.03%
2020年6月8日,"8,323.95","8,444.55","8,445.65","8,287.90",4.76B,0.30%
2020年6月5日,"8,299.35","8,243.60","8,319.40","8,206.10",4.52B,1.39%
2020年6月4日,"8,185.90","8,209.00","8,266.95","8,117.20",3.30B,-0.21%
2020年6月3日,"8,203.00","8,241.60","8,295.35","8,182.15",3.48B,0.81%
2020年6月2日,"8,137.45","8,068.15","8,147.40","8,030.65",3.20B,1.46%
2020年6月1日,"8,020.10","7,935.70","8,087.00","7,923.70",2.99B,2.53%
2020年5月29日,"7,822.40","7,687.60","7,834.05","7,658.80",5.15B,1.17%
2020年5月28日,"7,732.25","7,635.00","7,746.40","7,616.80",2.58B,1.80%
2020年5月27日,"7,595.55","7,462.95","7,607.40","7,394.05",2.02B,2.30%
2020年5月26日,"7,424.50","7,463.60","7,502.70","7,395.95",1.85B,0.11%
2020年5月22日,"7,416.00","7,446.00","7,507.50","7,368.70",2.01B,-0.73%
2020年5月21日,"7,470.60","7,444.45","7,525.30","7,429.25",1.99B,0.59%
2020年5月20日,"7,426.85","7,292.90","7,446.85","7,281.80",2.05B,1.95%
2020年5月19日,"7,284.50","7,350.10","7,398.05","7,266.15",2.67B,0.54%
2020年5月18日,"7,245.25","7,522.45","7,522.50","7,234.45",2.24B,-3.45%
2020年5月15日,"7,504.05","7,547.60","7,547.60","7,447.70",1.83B,-0.14%
2020年5月14日,"7,514.55","7,558.15","7,614.80","7,495.90",2.14B,-1.99%
2020年5月13日,"7,667.00","7,819.15","7,819.20","7,632.85",2.90B,1.94%
2020年5月12日,"7,520.90","7,508.55","7,552.60","7,403.30",2.25B,-0.47%
2020年5月11日,"7,556.40","7,628.50","7,692.35","7,542.75",2.51B,0.06%
2020年5月8日,"7,552.00","7,649.35","7,654.15","7,542.80",1.64B,0.41%
2020年5月7日,"7,520.85","7,551.60","7,592.45","7,509.80",1.63B,-0.72%
2020年5月6日,"7,575.50","7,544.15","7,620.80","7,451.20",2.10B,0.70%
2020年5月5日,"7,523.05","7,704.50","7,727.75","7,513.25",1.84B,-0.97%
2020年5月4日,"7,596.90","7,764.95","7,765.80","7,578.75",2.17B,-5.19%
2020年4月30日,"8,012.90","7,947.15","8,041.05","7,933.30",2.66B,2.77%
2020年4月29日,"7,797.20","7,702.60","7,828.30","7,692.95",2.06B,1.63%
2020年4月28日,"7,672.45","7,690.55","7,698.55","7,584.85",1.78B,0.90%
2020年4月27日,"7,603.95","7,578.00","7,657.65","7,572.10",1.63B,1.47%
2020年4月24日,"7,493.45","7,519.60","7,599.90","7,485.55",1.94B,-1.73%
2020年4月23日,"7,625.30","7,575.55","7,655.60","7,540.40",2.29B,1.21%
2020年4月22日,"7,533.80","7,421.85","7,543.80","7,350.25",2.14B,1.87%
2020年4月21日,"7,395.85","7,436.50","7,446.05","7,346.55",1.88B,-2.87%
2020年4月20日,"7,614.60","7,712.20","7,712.40","7,602.10",2.22B,0.00%
2020年4月17日,"7,614.40","7,665.40","7,665.65","7,489.20",2.50B,2.73%
2020年4月16日,"7,412.30","7,297.80","7,453.05","7,268.25",2.11B,0.93%
2020年4月15日,"7,344.35","7,503.00","7,581.60","7,298.55",2.82B,-0.22%
2020年4月13日,"7,360.35","7,450.20","7,453.65","7,279.00",2.41B,-1.09%
2020年4月9日,"7,441.65","7,335.20","7,454.90","7,298.40",1.90B,3.91%
2020年4月8日,"7,161.45","7,090.40","7,435.50","7,061.35",2.17B,0.17%
2020年4月7日,"7,149.00","6,913.50","7,164.70","6,842.95",1.90B,7.69%
2020年4月3日,"6,638.45","6,831.65","6,831.65","6,619.55",1.63B,-1.83%
2020年4月1日,"6,761.95","6,995.55","6,998.40","6,720.45",1.32B,-3.36%
2020年3月31日,"6,996.75","6,938.05","7,041.65","6,808.75",1.64B,3.67%
2020年3月30日,"6,749.20","6,810.50","6,947.95","6,721.25",1.34B,-3.63%
2020年3月27日,"7,003.30","7,230.55","7,311.05","6,902.90",1.95B,0.14%
2020年3月26日,"6,993.85","6,826.05","7,079.75","6,722.35",2.06B,4.01%
2020年3月25日,"6,724.00","6,299.75","6,758.75","6,291.85",1.61B,5.63%
2020年3月24日,"6,365.45","6,421.00","6,556.65","6,151.60",1.82B,1.96%
2020年3月23日,"6,243.00","6,522.80","6,692.85","6,226.10",1.65B,-12.81%
2020年3月20日,"7,160.10","6,833.65","7,267.25","6,744.80",2.87B,5.18%
2020年3月19日,"6,807.20","6,676.85","7,041.70","6,483.15",2.74B,-2.90%
2020年3月18日,"7,010.55","7,512.30","7,543.05","6,969.35",4.87B,-5.49%
2020年3月17日,"7,417.65","7,642.35","7,746.15","7,383.35",2.54B,-2.30%
2020年3月16日,"7,591.90","7,867.00","7,904.25","7,564.80",3.18B,-7.00%
2020年3月13日,"8,163.00","7,425.05","8,298.00","7,028.70",4.17B,3.31%
2020年3月12日,"7,901.35","8,272.40","8,272.85","7,841.50",3.47B,-8.32%
2020年3月11日,"8,618.05","8,556.10","8,709.50","8,555.80",2.87B,-0.15%
2020年3月9日,"8,631.35","8,862.70","8,870.15","8,520.95",3.21B,-4.73%
2020年3月6日,"9,059.95","8,997.05","9,089.20","8,918.55",2.94B,-2.37%
2020年3月5日,"9,280.15","9,305.55","9,365.55","9,250.05",2.50B,0.24%
2020年3月4日,"9,258.25","9,362.90","9,368.55","9,125.45",1.88B,-0.71%
2020年3月3日,"9,324.30","9,251.40","9,348.55","9,201.00",1.82B,1.59%
2020年3月2日,"9,178.80","9,380.40","9,436.50","9,105.00",1.86B,-0.62%
2020年2月28日,"9,236.05","9,372.70","9,374.85","9,214.10",2.25B,-3.58%
2020年2月27日,"9,579.35","9,612.40","9,613.50","9,496.55",1.77B,-0.45%
2020年2月26日,"9,622.70","9,680.10","9,713.20","9,596.30",1.66B,-1.05%
2020年2月25日,"9,724.70","9,796.45","9,813.80","9,711.75",1.84B,-0.34%
2020年2月24日,"9,758.20","9,904.50","9,904.50","9,745.55",1.92B,-2.01%
2020年2月20日,"9,958.65","9,969.90","10,016.65","9,950.60",2.31B,-0.12%
2020年2月19日,"9,970.50","9,921.30","9,974.85","9,895.40",2.20B,1.27%
2020年2月18日,"9,845.55","9,876.70","9,877.60","9,768.45",2.13B,-0.46%
2020年2月17日,"9,891.00","9,976.15","9,990.75","9,884.95",1.95B,-0.70%
2020年2月14日,"9,961.05","10,031.25","10,071.70","9,947.65",2.68B,-0.57%
2020年2月13日,"10,017.75","10,049.85","10,053.20","9,990.35",1.28B,-0.19%
2020年2月12日,"10,037.10","10,020.60","10,067.70","10,015.85",1.52B,0.50%
2020年2月11日,"9,987.05","10,004.05","10,044.15","9,979.60",1.28B,0.42%
2020年2月10日,"9,945.65","10,008.75","10,008.75","9,917.65",1.27B,-0.55%
2020年2月7日,"10,000.75","10,019.45","10,021.70","9,974.55",1.35B,-0.03%
2020年2月6日,"10,004.20","9,979.65","10,022.50","9,953.20",1.58B,0.53%
2020年2月5日,"9,951.35","9,880.15","9,955.90","9,847.05",1.66B,1.00%
2020年2月4日,"9,853.05","9,711.95","9,858.65","9,711.10",1.48B,2.10%
2020年2月3日,"9,650.55","9,578.50","9,682.65","9,559.85",1.52B,0.46%
2020年2月1日,"9,606.05","9,843.95","9,917.50","9,583.30",-,-2.59%
2020年1月31日,"9,861.45","9,968.40","9,971.20","9,849.25",1.68B,-0.58%
2020年1月30日,"9,919.20","10,025.35","10,026.90","9,902.30",1.58B,-0.90%
2020年1月29日,"10,009.30","10,006.95","10,039.05","9,990.20",1.42B,0.53%
2020年1月28日,"9,956.95","10,023.50","10,041.05","9,934.20",1.52B,-0.43%
2020年1月27日,"9,999.60","10,046.45","10,077.45","9,989.55",1.25B,-0.83%
2020年1月24日,"10,083.70","10,019.95","10,101.25","9,999.25",1.55B,0.62%
