日期,收盘,开盘,高,低,交易量,涨跌幅
2019年12月12日,"16,946.90","16,951.60","17,031.88","16,946.22",242.57M,0.04%
2019年12月11日,"16,939.61","16,968.23","17,006.01","16,915.19",191.72M,-0.07%
2019年12月10日,"16,950.70","16,947.14","16,967.49","16,906.60",187.21M,0.00%
2019年12月9日,"16,950.85","16,986.71","17,003.38","16,934.65",194.56M,-0.27%
2019年12月6日,"16,996.97","16,937.43","17,023.28","16,930.03",183.34M,0.84%
2019年12月5日,"16,854.92","16,886.78","16,886.78","16,816.97",227.23M,-0.25%
2019年12月4日,"16,897.34","16,909.34","16,957.88","16,893.41",206.24M,0.03%
2019年12月3日,"16,892.18","16,900.34","16,908.48","16,853.15",220.60M,-0.53%
2019年12月2日,"16,981.47","17,060.92","17,060.92","16,930.40",198.66M,-0.34%
2019年11月29日,"17,040.20","17,099.15","17,117.17","17,040.20",155.88M,-0.43%
2019年11月28日,"17,114.52","17,086.76","17,120.90","17,077.78",63.77M,0.08%
2019年11月27日,"17,100.57","17,046.59","17,104.30","17,023.27",176.17M,0.38%
2019年11月26日,"17,035.88","17,016.88","17,048.22","16,975.65",328.52M,0.02%
2019年11月25日,"17,032.86","16,980.58","17,048.47","16,972.74",218.63M,0.46%
2019年11月22日,"16,954.84","17,012.54","17,012.54","16,935.72",199.58M,-0.26%
2019年11月21日,"16,999.19","17,019.53","17,019.53","16,950.79",236.46M,-0.04%
2019年11月20日,"17,005.82","16,992.14","17,040.60","16,962.61",238.35M,-0.03%
2019年11月19日,"17,011.40","17,033.91","17,033.91","16,963.91",224.99M,-0.08%
2019年11月18日,"17,025.11","17,003.84","17,025.11","16,994.47",206.18M,-0.02%
2019年11月15日,"17,028.47","16,982.66","17,035.96","16,977.96",189.37M,0.33%
2019年11月14日,"16,972.18","16,959.89","16,984.05","16,939.06",166.39M,0.08%
2019年11月13日,"16,957.99","16,891.58","16,987.29","16,880.68",184.51M,0.29%
2019年11月12日,"16,909.38","16,898.12","16,927.46","16,884.81",230.96M,0.16%
2019年11月11日,"16,882.83","16,834.79","16,895.12","16,819.85",153.06M,0.03%
2019年11月8日,"16,877.42","16,795.72","16,879.65","16,795.72",207.48M,0.43%
2019年11月7日,"16,805.75","16,797.31","16,834.43","16,788.63",242.58M,0.36%
2019年11月6日,"16,745.64","16,692.97","16,766.58","16,666.88",217.18M,0.38%
2019年11月5日,"16,681.92","16,663.90","16,696.78","16,660.27",229.38M,0.07%
2019年11月4日,"16,669.81","16,646.09","16,681.60","16,642.46",244.78M,0.46%
2019年11月1日,"16,594.07","16,537.72","16,608.00","16,534.93",201.18M,0.67%
2019年10月31日,"16,483.16","16,473.31","16,483.16","16,409.51",222.28M,-0.11%
2019年10月30日,"16,501.43","16,412.45","16,501.45","16,373.54",160.01M,0.51%
2019年10月29日,"16,418.14","16,330.94","16,454.11","16,315.57",178.12M,0.19%
2019年10月28日,"16,387.53","16,434.44","16,453.24","16,387.53",162.18M,-0.10%
2019年10月25日,"16,404.49","16,369.75","16,425.04","16,356.48",173.51M,0.21%
2019年10月24日,"16,369.32","16,380.83","16,412.08","16,332.48",167.16M,0.20%
2019年10月23日,"16,335.93","16,386.13","16,395.94","16,309.18",181.91M,-0.34%
2019年10月22日,"16,391.52","16,470.28","16,484.84","16,391.52",171.98M,-0.16%
2019年10月21日,"16,418.45","16,421.04","16,443.29","16,412.07",155.11M,0.25%
2019年10月18日,"16,377.12","16,452.73","16,462.12","16,376.60",166.42M,-0.30%
2019年10月17日,"16,426.30","16,450.51","16,468.78","16,400.54",168.40M,-0.01%
2019年10月16日,"16,427.18","16,435.10","16,445.59","16,408.73",165.97M,0.05%
2019年10月15日,"16,418.39","16,433.73","16,510.65","16,417.75",212.33M,0.02%
2019年10月11日,"16,415.16","16,487.17","16,516.71","16,413.44",200.75M,-0.05%
2019年10月10日,"16,422.68","16,375.36","16,444.35","16,358.10",186.02M,0.26%
2019年10月9日,"16,379.87","16,347.34","16,409.10","16,308.67",176.21M,0.53%
2019年10月8日,"16,293.95","16,366.46","16,372.67","16,274.70",198.43M,-0.79%
2019年10月7日,"16,424.52","16,420.68","16,474.67","16,394.49",155.83M,-0.15%
2019年10月4日,"16,449.35","16,386.89","16,453.18","16,362.01",183.48M,0.49%
2019年10月3日,"16,369.03","16,285.42","16,369.58","16,198.09",238.19M,0.36%
2019年10月2日,"16,310.97","16,401.77","16,416.96","16,223.59",218.20M,-0.83%
2019年10月1日,"16,447.66","16,683.64","16,707.54","16,429.57",225.20M,-1.27%
2019年9月30日,"16,658.63","16,666.65","16,730.54","16,658.63",200.79M,-0.21%
2019年9月27日,"16,694.27","16,769.35","16,769.35","16,656.43",196.46M,-0.57%
2019年9月26日,"16,790.40","16,788.13","16,800.72","16,749.88",204.56M,0.04%
2019年9月25日,"16,784.29","16,771.04","16,800.85","16,725.79",197.46M,-0.08%
2019年9月24日,"16,798.33","16,877.40","16,917.62","16,772.37",207.31M,-0.41%
2019年9月23日,"16,867.20","16,870.14","16,892.50","16,846.40",168.55M,-0.19%
2019年9月20日,"16,899.69","16,896.76","16,947.23","16,864.17",501.13M,0.25%
2019年9月19日,"16,858.35","16,829.56","16,913.49","16,829.56",209.33M,0.35%
2019年9月18日,"16,800.29","16,824.48","16,851.45","16,731.12",232.12M,-0.20%
2019年9月17日,"16,834.75","16,738.30","16,855.45","16,727.15",247.10M,0.50%
2019年9月16日,"16,751.31","16,706.34","16,767.19","16,698.26",307.59M,0.41%
2019年9月13日,"16,682.42","16,679.81","16,756.11","16,679.81",221.92M,0.24%
2019年9月12日,"16,643.28","16,624.12","16,696.40","16,592.36",267.93M,0.19%
2019年9月11日,"16,611.14","16,565.24","16,622.99","16,548.94",218.71M,0.45%
2019年9月10日,"16,537.34","16,467.27","16,537.34","16,459.40",238.46M,0.26%
2019年9月9日,"16,495.09","16,565.17","16,566.74","16,463.28",216.89M,-0.24%
2019年9月6日,"16,535.33","16,546.17","16,577.72","16,519.85",185.44M,-0.24%
2019年9月5日,"16,574.81","16,498.47","16,604.40","16,492.18",236.41M,0.77%
2019年9月4日,"16,448.84","16,487.03","16,549.99","16,435.29",201.35M,0.30%
2019年9月3日,"16,399.23","16,382.53","16,434.20","16,328.43",223.32M,-0.26%
2019年8月30日,"16,442.07","16,431.84","16,456.47","16,377.71",178.99M,0.35%
2019年8月29日,"16,384.49","16,360.33","16,407.33","16,342.72",183.11M,0.69%
2019年8月28日,"16,271.65","16,178.67","16,294.10","16,166.28",182.42M,0.54%
2019年8月27日,"16,183.59","16,138.50","16,193.28","16,125.15",232.16M,0.53%
2019年8月26日,"16,098.79","16,133.61","16,167.48","16,069.91",167.94M,0.38%
2019年8月23日,"16,037.58","16,214.75","16,301.58","16,003.07",227.39M,-1.33%
2019年8月22日,"16,253.46","16,314.01","16,335.06","16,238.42",145.76M,-0.34%
2019年8月21日,"16,309.23","16,247.52","16,309.23","16,240.34",179.09M,0.59%
2019年8月20日,"16,213.31","16,281.40","16,281.40","16,198.90",165.28M,-0.56%
2019年8月19日,"16,304.05","16,218.25","16,321.34","16,206.59",181.51M,0.96%
2019年8月16日,"16,149.79","16,064.37","16,162.37","16,053.51",167.22M,0.86%
2019年8月15日,"16,012.53","16,026.74","16,066.59","15,964.38",202.39M,-0.21%
2019年8月14日,"16,045.94","16,212.54","16,260.22","16,022.51",235.44M,-1.86%
2019年8月13日,"16,350.84","16,235.33","16,374.97","16,232.70",227.51M,0.70%
2019年8月12日,"16,237.77","16,297.26","16,337.70","16,209.43",193.94M,-0.63%
2019年8月9日,"16,341.34","16,371.99","16,423.17","16,305.60",210.69M,-0.39%
2019年8月8日,"16,404.53","16,304.70","16,420.71","16,292.63",231.00M,0.86%
2019年8月7日,"16,265.22","16,092.65","16,285.94","16,064.34",279.76M,0.72%
2019年8月6日,"16,149.49","16,111.00","16,188.24","15,994.28",317.37M,-0.75%
2019年8月2日,"16,271.66","16,368.56","16,389.54","16,206.36",240.11M,-0.64%
2019年8月1日,"16,377.04","16,389.22","16,505.92","16,362.22",304.39M,-0.18%
2019年7月31日,"16,406.56","16,447.33","16,470.53","16,282.12",265.48M,-0.36%
2019年7月30日,"16,466.05","16,433.53","16,473.90","16,418.49",181.42M,-0.16%
2019年7月29日,"16,492.17","16,549.36","16,549.36","16,476.29",184.84M,-0.24%
2019年7月26日,"16,531.04","16,532.80","16,556.52","16,521.85",167.19M,0.26%
2019年7月25日,"16,488.20","16,613.09","16,613.09","16,458.40",209.51M,-0.74%
2019年7月24日,"16,611.84","16,536.06","16,623.92","16,530.91",171.78M,0.24%
2019年7月23日,"16,572.68","16,582.53","16,589.96","16,530.18",148.83M,0.33%
2019年7月22日,"16,518.88","16,504.91","16,530.30","16,500.86",142.83M,0.20%
2019年7月19日,"16,485.94","16,536.92","16,573.68","16,485.46",164.30M,-0.05%
2019年7月18日,"16,494.23","16,464.91","16,514.50","16,445.13",203.72M,0.06%
2019年7月17日,"16,484.21","16,509.08","16,534.92","16,469.02",165.61M,-0.11%
2019年7月16日,"16,502.42","16,487.03","16,521.99","16,467.13",178.47M,-0.05%
2019年7月15日,"16,510.82","16,505.57","16,524.51","16,474.86",147.79M,0.14%
2019年7月12日,"16,488.12","16,525.98","16,528.43","16,476.37",160.59M,-0.24%
2019年7月11日,"16,527.90","16,563.85","16,568.07","16,525.07",190.58M,-0.21%
2019年7月10日,"16,563.29","16,582.02","16,641.79","16,527.14",188.75M,0.11%
2019年7月9日,"16,545.21","16,436.73","16,545.21","16,421.66",164.67M,0.50%
2019年7月8日,"16,462.95","16,473.29","16,495.25","16,458.47",177.71M,-0.48%
2019年7月5日,"16,541.99","16,529.42","16,546.98","16,469.92",133.77M,-0.28%
2019年7月4日,"16,588.85","16,570.25","16,598.31","16,557.92",58.39M,0.08%
2019年7月3日,"16,576.20","16,486.70","16,580.55","16,480.39",148.45M,0.64%
2019年7月2日,"16,471.29","16,463.55","16,472.58","16,381.68",183.75M,0.54%
2019年6月28日,"16,382.20","16,328.71","16,382.20","16,302.58",207.98M,0.46%
2019年6月27日,"16,307.73","16,306.72","16,319.63","16,268.16",177.47M,-0.03%
2019年6月26日,"16,312.22","16,393.92","16,393.92","16,302.36",211.05M,-0.36%
2019年6月25日,"16,371.28","16,504.61","16,514.81","16,371.28",207.16M,-0.92%
2019年6月24日,"16,523.47","16,527.07","16,547.82","16,506.83",198.18M,-0.01%
2019年6月21日,"16,525.43","16,558.88","16,558.88","16,508.42",493.94M,-0.30%
2019年6月20日,"16,574.83","16,585.86","16,603.94","16,548.43",235.06M,0.38%
2019年6月19日,"16,511.79","16,515.39","16,529.58","16,492.34",190.09M,0.05%
2019年6月18日,"16,503.35","16,451.45","16,527.28","16,448.77",218.95M,0.92%
2019年6月17日,"16,353.45","16,301.69","16,360.10","16,286.48",185.24M,0.32%
2019年6月14日,"16,301.91","16,228.13","16,325.39","16,190.89",170.25M,0.39%
2019年6月13日,"16,239.26","16,261.11","16,267.06","16,213.28",184.29M,0.07%
2019年6月12日,"16,227.24","16,201.66","16,253.25","16,199.93",190.86M,-0.13%
2019年6月11日,"16,248.76","16,290.09","16,301.97","16,228.24",178.84M,0.20%
2019年6月10日,"16,216.26","16,234.42","16,262.16","16,201.61",172.57M,-0.09%
2019年6月7日,"16,230.96","16,237.32","16,277.36","16,220.65",171.07M,0.02%
2019年6月6日,"16,227.80","16,237.37","16,241.58","16,175.12",164.79M,0.09%
2019年6月5日,"16,212.66","16,219.52","16,224.76","16,128.59",230.60M,0.29%
2019年6月4日,"16,166.24","16,075.61","16,166.24","16,027.29",211.12M,0.94%
2019年6月3日,"16,015.89","16,053.47","16,105.85","15,960.93",223.72M,-0.13%
2019年5月31日,"16,037.49","15,997.69","16,047.44","15,963.31",224.73M,-0.32%
2019年5月30日,"16,089.24","16,144.87","16,151.62","16,062.48",171.20M,-0.26%
2019年5月29日,"16,131.47","16,195.95","16,215.27","16,104.98",206.80M,-1.02%
2019年5月28日,"16,297.46","16,326.93","16,355.47","16,266.33",396.20M,-0.30%
2019年5月27日,"16,346.66","16,241.44","16,346.66","16,238.32",73.32M,0.72%
2019年5月24日,"16,230.04","16,221.67","16,251.48","16,181.57",192.19M,0.40%
2019年5月23日,"16,164.61","16,228.47","16,228.47","16,105.53",243.74M,-1.00%
2019年5月22日,"16,327.35","16,345.79","16,355.14","16,308.75",197.46M,-0.60%
2019年5月21日,"16,426.47","16,383.30","16,426.47","16,354.31",218.95M,0.15%
2019年5月17日,"16,401.75","16,383.50","16,456.09","16,376.81",182.49M,-0.26%
2019年5月16日,"16,443.86","16,361.09","16,461.94","16,349.70",207.25M,0.77%
2019年5月15日,"16,318.14","16,237.80","16,341.34","16,229.69",203.56M,0.21%
2019年5月14日,"16,284.53","16,227.41","16,320.89","16,206.22",205.38M,0.56%
2019年5月13日,"16,193.41","16,158.23","16,199.89","16,111.26",232.64M,-0.64%
2019年5月10日,"16,297.55","16,278.25","16,351.72","16,138.98",233.58M,-0.15%
2019年5月9日,"16,321.75","16,342.12","16,378.99","16,258.92",224.37M,-0.46%
2019年5月8日,"16,397.40","16,349.08","16,451.35","16,347.20",213.60M,0.24%
2019年5月7日,"16,357.75","16,377.99","16,408.47","16,317.94",248.84M,-0.82%
2019年5月6日,"16,493.46","16,332.82","16,493.46","16,327.14",197.20M,-0.01%
2019年5月3日,"16,494.43","16,467.66","16,496.63","16,430.00",202.16M,0.51%
2019年5月2日,"16,410.88","16,484.97","16,492.92","16,402.16",255.50M,-0.56%
2019年5月1日,"16,502.75","16,580.61","16,604.91","16,493.81",220.86M,-0.47%
2019年4月30日,"16,580.73","16,582.72","16,618.84","16,544.55",207.32M,-0.12%
2019年4月29日,"16,600.37","16,612.11","16,642.07","16,589.78",180.94M,-0.08%
2019年4月26日,"16,613.46","16,554.26","16,615.24","16,515.49",282.66M,0.23%
2019年4月25日,"16,576.10","16,567.16","16,593.19","16,527.87",278.78M,-0.06%
2019年4月24日,"16,586.52","16,642.12","16,666.04","16,572.11",212.96M,-0.50%
2019年4月23日,"16,669.40","16,591.55","16,672.71","16,581.05",221.71M,0.56%
2019年4月22日,"16,577.28","16,607.19","16,616.28","16,552.79",169.94M,-0.21%
2019年4月18日,"16,612.81","16,558.48","16,615.08","16,557.46",195.73M,0.41%
2019年4月17日,"16,544.24","16,535.91","16,553.38","16,495.67",333.38M,0.25%
2019年4月16日,"16,502.20","16,537.70","16,553.39","16,498.59",202.48M,-0.08%
2019年4月15日,"16,515.46","16,459.89","16,532.67","16,443.34",194.88M,0.21%
2019年4月12日,"16,480.53","16,473.85","16,487.14","16,437.32",195.85M,0.49%
2019年4月11日,"16,399.47","16,412.78","16,471.83","16,399.47",230.08M,0.02%
2019年4月10日,"16,396.29","16,369.02","16,409.77","16,368.00",213.55M,0.37%
2019年4月9日,"16,336.45","16,340.63","16,345.86","16,294.26",175.14M,-0.43%
2019年4月8日,"16,407.29","16,373.10","16,407.29","16,326.74",207.57M,0.07%
2019年4月5日,"16,396.15","16,337.90","16,396.15","16,330.18",170.62M,0.52%
2019年4月4日,"16,311.61","16,290.01","16,311.61","16,249.92",189.92M,0.20%
2019年4月3日,"16,279.86","16,295.97","16,337.96","16,244.50",224.16M,0.10%
2019年4月2日,"16,263.87","16,240.40","16,263.87","16,194.85",178.28M,0.22%
2019年4月1日,"16,228.06","16,187.88","16,228.06","16,153.63",233.23M,0.78%
2019年3月29日,"16,102.09","16,200.30","16,212.68","16,081.05",227.96M,-0.33%
2019年3月28日,"16,155.49","16,094.05","16,173.19","16,094.05",223.25M,0.14%
2019年3月27日,"16,132.53","16,147.39","16,187.44","16,079.07",244.63M,-0.14%
2019年3月26日,"16,155.16","16,138.90","16,192.21","16,116.67",242.53M,0.56%
2019年3月25日,"16,065.86","16,066.31","16,113.16","16,021.00",234.40M,-0.15%
2019年3月22日,"16,089.33","16,172.86","16,185.37","16,043.86",335.59M,-0.96%
2019年3月21日,"16,244.59","16,148.79","16,266.47","16,146.37",254.95M,0.48%
2019年3月20日,"16,167.56","16,168.21","16,214.66","16,117.95",261.72M,-0.13%
2019年3月19日,"16,188.10","16,275.31","16,275.31","16,188.10",250.96M,-0.39%
2019年3月18日,"16,251.37","16,149.12","16,251.37","16,148.34",231.37M,0.69%
2019年3月15日,"16,140.35","16,156.67","16,174.54","16,123.83",635.54M,0.33%
2019年3月14日,"16,087.55","16,139.37","16,144.46","16,083.11",196.60M,-0.39%
2019年3月13日,"16,149.97","16,193.14","16,212.56","16,143.54",271.09M,0.08%
2019年3月12日,"16,136.66","16,142.55","16,148.95","16,099.62",229.11M,0.19%
2019年3月11日,"16,106.24","16,028.11","16,131.94","16,028.11",250.34M,0.69%
2019年3月8日,"15,996.21","15,958.11","16,000.79","15,891.94",255.41M,-0.38%
2019年3月7日,"16,056.51","16,078.99","16,085.39","15,981.81",271.72M,-0.22%
2019年3月6日,"16,092.07","16,098.71","16,145.80","16,077.64",272.53M,0.03%
2019年3月5日,"16,086.54","16,077.27","16,105.28","16,068.58",256.50M,0.30%
2019年3月4日,"16,038.13","16,088.58","16,093.49","15,954.96",286.36M,-0.19%
2019年3月1日,"16,068.25","16,086.29","16,122.06","16,058.06",243.00M,0.43%
2019年2月28日,"15,999.01","16,054.81","16,066.98","15,975.08",304.60M,-0.47%
2019年2月27日,"16,074.30","16,043.81","16,077.61","15,990.30",226.35M,0.04%
2019年2月26日,"16,067.91","16,050.97","16,115.83","16,050.97",266.32M,0.07%
2019年2月25日,"16,057.03","16,051.00","16,099.93","16,051.00",219.23M,0.27%
2019年2月22日,"16,013.01","16,038.41","16,070.99","15,997.37",222.86M,0.08%
2019年2月21日,"16,000.86","16,001.89","16,030.69","15,979.71",298.53M,-0.19%
2019年2月20日,"16,031.24","15,942.87","16,036.86","15,942.87",268.33M,0.59%
2019年2月19日,"15,937.44","15,856.89","15,953.90","15,831.90",336.23M,0.63%
2019年2月15日,"15,838.24","15,769.99","15,866.60","15,763.39",255.72M,0.91%
2019年2月14日,"15,695.98","15,622.33","15,733.13","15,608.15",305.83M,0.44%
2019年2月13日,"15,626.73","15,679.23","15,689.66","15,623.70",236.82M,-0.10%
2019年2月12日,"15,642.10","15,613.12","15,654.82","15,583.38",248.56M,0.47%
2019年2月11日,"15,568.85","15,660.52","15,660.52","15,545.94",193.01M,-0.41%
2019年2月8日,"15,633.33","15,648.25","15,659.84","15,567.84",211.88M,-0.45%
2019年2月7日,"15,703.36","15,697.55","15,726.53","15,588.66",253.78M,-0.06%
2019年2月6日,"15,712.31","15,679.86","15,745.38","15,668.58",218.14M,0.06%
2019年2月5日,"15,702.69","15,631.76","15,702.69","15,627.77",217.73M,0.64%
2019年2月4日,"15,602.32","15,527.43","15,606.34","15,513.70",245.28M,0.62%
2019年2月1日,"15,506.31","15,562.27","15,568.98","15,483.40",224.78M,-0.22%
2019年1月31日,"15,540.60","15,507.39","15,564.61","15,486.47",286.42M,0.36%
2019年1月30日,"15,484.55","15,493.36","15,520.91","15,418.64",233.83M,0.14%
2019年1月29日,"15,463.14","15,414.73","15,497.43","15,413.88",233.36M,0.55%
2019年1月28日,"15,378.62","15,289.07","15,378.62","15,276.91",226.01M,0.08%
2019年1月25日,"15,366.05","15,350.18","15,387.96","15,298.44",216.01M,0.56%
2019年1月24日,"15,280.78","15,201.53","15,281.27","15,194.30",206.08M,0.48%
2019年1月23日,"15,208.33","15,275.71","15,293.30","15,141.54",210.18M,-0.17%
2019年1月22日,"15,233.76","15,276.30","15,285.22","15,160.50",228.36M,-0.78%
2019年1月21日,"15,354.16","15,300.37","15,354.16","15,263.01",92.56M,0.33%
2019年1月18日,"15,303.83","15,294.96","15,325.56","15,258.88",293.70M,0.61%
2019年1月17日,"15,211.22","15,077.07","15,238.07","15,066.46",257.30M,0.66%
2019年1月16日,"15,111.26","15,072.27","15,118.31","15,057.04",248.82M,0.43%
2019年1月15日,"15,046.28","15,001.99","15,079.77","14,966.46",241.30M,0.47%
2019年1月14日,"14,975.53","14,880.98","14,997.86","14,880.98",229.00M,0.24%
2019年1月11日,"14,939.18","14,874.16","14,956.20","14,855.15",249.30M,0.24%
2019年1月10日,"14,903.49","14,770.67","14,921.06","14,702.31",262.98M,0.67%
2019年1月9日,"14,804.73","14,668.53","14,811.13","14,644.09",269.09M,1.37%
2019年1月8日,"14,605.15","14,610.51","14,645.61","14,533.89",260.10M,0.70%
2019年1月7日,"14,504.13","14,470.98","14,515.12","14,383.06",257.83M,0.54%
2019年1月4日,"14,426.62","14,351.57","14,438.60","14,314.79",231.24M,1.50%
2019年1月3日,"14,212.75","14,294.10","14,297.89","14,155.27",211.59M,-0.94%
2019年1月2日,"14,347.16","14,163.92","14,400.33","14,112.84",270.32M,0.17%
2018年12月31日,"14,322.86","14,312.35","14,349.17","14,218.54",171.36M,0.71%
2018年12月28日,"14,222.00","14,234.20","14,326.86","14,174.04",266.93M,0.40%
2018年12月27日,"14,165.21","14,017.99","14,165.52","13,918.28",235.42M,2.79%
2018年12月24日,"13,780.19","13,857.80","13,923.96","13,776.88",170.61M,-1.11%
2018年12月21日,"13,935.44","14,161.80","14,220.89","13,924.38",614.35M,-1.46%
2018年12月20日,"14,141.77","14,244.67","14,341.72","14,075.94",308.25M,-0.86%
2018年12月19日,"14,264.06","14,452.00","14,552.25","14,256.07",370.36M,-1.06%
2018年12月18日,"14,416.89","14,378.45","14,502.64","14,373.75",386.85M,0.38%
2018年12月17日,"14,362.65","14,567.59","14,577.60","14,323.74",264.32M,-1.59%
2018年12月14日,"14,595.07","14,651.17","14,715.31","14,567.32",277.09M,-1.05%
2018年12月13日,"14,750.35","14,814.13","14,871.65","14,721.30",264.78M,-0.22%
2018年12月12日,"14,783.06","14,802.28","14,902.69","14,778.90",268.23M,0.79%
2018年12月11日,"14,667.83","14,891.19","14,957.81","14,665.86",275.64M,-0.41%
2018年12月10日,"14,728.28","14,769.56","14,795.92","14,610.18",275.81M,-0.45%
2018年12月7日,"14,795.13","14,986.46","15,059.70","14,763.85",311.25M,-0.95%
2018年12月6日,"14,937.00","14,972.66","14,972.66","14,773.86",358.77M,-1.62%
2018年12月5日,"15,182.64","15,139.26","15,253.77","15,122.62",180.10M,0.79%
2018年12月4日,"15,063.59","15,226.80","15,259.34","15,047.06",285.13M,-1.38%
2018年12月3日,"15,274.98","15,358.94","15,378.90","15,154.73",294.48M,0.51%
2018年11月30日,"15,197.82","15,134.97","15,214.25","15,125.42",339.23M,0.02%
2018年11月29日,"15,194.04","15,157.05","15,251.18","15,138.94",223.08M,0.15%
2018年11月28日,"15,171.25","15,002.92","15,171.25","14,981.69",244.84M,1.52%
2018年11月27日,"14,944.09","14,994.36","15,021.73","14,907.48",219.18M,-0.46%
2018年11月26日,"15,012.65","15,066.74","15,127.13","14,994.34",245.89M,0.01%
2018年11月23日,"15,010.73","14,998.07","15,028.55","14,900.32",154.97M,-0.54%
2018年11月22日,"15,091.58","15,077.86","15,105.60","15,059.11",83.39M,-0.02%
2018年11月21日,"15,095.02","14,941.71","15,195.38","14,938.27",270.57M,1.47%
2018年11月20日,"14,877.00","14,941.73","14,952.54","14,810.56",292.34M,-1.29%
2018年11月19日,"15,071.01","15,137.44","15,170.82","15,040.53",225.78M,-0.56%
2018年11月16日,"15,155.50","15,082.92","15,170.29","15,082.92",285.19M,0.07%
2018年11月15日,"15,144.88","15,104.78","15,177.56","15,068.21",268.32M,0.08%
2018年11月14日,"15,133.12","15,172.04","15,258.01","15,046.76",295.36M,0.01%
2018年11月13日,"15,131.78","15,167.66","15,245.48","15,108.55",300.19M,-0.16%
2018年11月12日,"15,156.40","15,263.16","15,263.74","15,145.64",241.20M,-0.77%
2018年11月9日,"15,274.44","15,271.37","15,304.04","15,196.10",287.40M,-0.54%
2018年11月8日,"15,357.47","15,349.63","15,393.05","15,293.29",281.15M,-0.08%
2018年11月7日,"15,369.43","15,385.54","15,392.00","15,293.25",271.24M,0.50%
2018年11月6日,"15,292.71","15,245.00","15,295.31","15,220.16",237.09M,0.49%
2018年11月5日,"15,217.70","15,136.81","15,242.40","15,136.81",255.48M,0.65%
2018年11月2日,"15,119.28","15,204.28","15,222.91","15,037.18",268.96M,-0.20%
2018年11月1日,"15,150.15","15,032.79","15,150.15","15,029.18",290.14M,0.82%
2018年10月31日,"15,027.28","15,004.86","15,085.51","14,982.65",310.55M,0.89%
2018年10月30日,"14,894.50","14,715.67","14,899.20","14,696.31",286.52M,1.17%
2018年10月29日,"14,721.75","14,987.04","15,019.63","14,639.70",283.76M,-1.12%
2018年10月26日,"14,888.26","14,827.63","14,950.84","14,732.03",269.26M,-0.24%
2018年10月25日,"14,924.08","14,988.66","15,009.91","14,905.29",300.11M,0.10%
2018年10月24日,"14,909.13","15,265.71","15,295.68","14,900.37",290.19M,-2.46%
2018年10月23日,"15,285.17","15,244.85","15,323.16","15,094.66",346.69M,-0.83%
2018年10月22日,"15,412.70","15,488.14","15,492.88","15,364.08",278.75M,-0.37%
2018年10月19日,"15,470.10","15,478.55","15,579.83","15,466.49",251.48M,0.43%
2018年10月18日,"15,404.13","15,486.43","15,513.58","15,380.70",268.98M,-0.81%
2018年10月17日,"15,529.90","15,548.76","15,556.61","15,452.67",312.77M,-0.32%
2018年10月16日,"15,579.74","15,456.91","15,579.74","15,399.47",280.53M,1.10%
2018年10月15日,"15,409.47","15,441.38","15,476.32","15,398.47",246.96M,-0.03%
2018年10月12日,"15,414.29","15,464.02","15,470.88","15,317.67",289.28M,0.63%
2018年10月11日,"15,317.13","15,416.77","15,482.26","15,317.13",389.02M,-1.29%
2018年10月10日,"15,517.40","15,830.22","15,830.22","15,511.84",339.86M,-2.12%
2018年10月9日,"15,854.05","15,891.25","15,917.82","15,853.87",228.17M,-0.58%
2018年10月5日,"15,946.17","15,986.58","16,028.04","15,895.50",208.16M,-0.38%
2018年10月4日,"16,006.67","16,057.31","16,057.68","15,928.16",253.04M,-0.41%
2018年10月3日,"16,072.05","16,069.45","16,082.26","16,006.23",225.95M,0.34%
2018年10月2日,"16,017.23","16,086.29","16,086.29","15,987.14",248.21M,-0.54%
2018年10月1日,"16,104.43","16,152.28","16,193.06","16,069.66",232.64M,0.19%
2018年9月28日,"16,073.14","16,167.37","16,177.49","16,063.70",260.48M,-0.81%
2018年9月27日,"16,204.62","16,195.40","16,262.84","16,193.04",224.43M,0.22%
2018年9月26日,"16,169.28","16,166.68","16,241.41","16,146.93",234.65M,0.06%
2018年9月25日,"16,159.50","16,269.20","16,300.67","16,159.50",237.37M,-0.30%
2018年9月24日,"16,207.32","16,244.53","16,276.80","16,198.69",234.91M,-0.10%
2018年9月21日,"16,224.13","16,235.06","16,267.69","16,211.00",497.54M,0.06%
2018年9月20日,"16,214.75","16,209.98","16,225.34","16,147.05",259.24M,0.40%
2018年9月19日,"16,149.92","16,206.75","16,229.99","16,149.92",348.87M,-0.28%
2018年9月18日,"16,196.04","16,120.81","16,198.67","16,091.45",228.92M,0.71%
2018年9月17日,"16,082.31","16,046.47","16,117.95","16,045.31",222.71M,0.43%
2018年9月14日,"16,013.49","15,990.27","16,032.54","15,981.01",194.44M,0.07%
2018年9月13日,"16,001.71","16,059.23","16,071.24","15,987.21",221.71M,-0.29%
2018年9月12日,"16,049.02","16,093.29","16,096.09","15,993.58",266.57M,-0.28%
2018年9月11日,"16,094.25","16,042.31","16,111.65","15,975.75",215.65M,0.23%
2018年9月10日,"16,057.09","16,121.01","16,147.13","16,057.09",200.68M,-0.21%
2018年9月7日,"16,090.27","16,028.94","16,093.44","15,994.32",225.13M,-0.07%
2018年9月6日,"16,100.94","16,162.19","16,196.18","16,077.40",229.17M,-0.23%
2018年9月5日,"16,137.57","16,144.62","16,156.75","16,032.96",255.58M,-0.15%
